center_x,center_y,frame
1414.9196171201324,992.479806108217,4
1419.98015754092,992.2038845808923,5
1438.627741139987,992.9238957208554,6
1447.1136931019641,992.8990574651455,7
1455.5996450639414,992.8742192094356,8
1464.0855970259186,992.8493809537258,9
1499.8888082261033,988.9904577276369,10
1513.8504120293878,987.0694051528203,11
1526.6655394298173,989.4948274171811,12
1539.1760957139918,989.1563249744415,13
1551.6866519981663,988.8178225317022,14
1564.1972082823409,988.4793200889627,15
1576.7077645665154,988.1408176462232,16
1595.3338799650319,982.6892879768654,17
1605.7880768100595,983.4195041801424,18
1615.0371498993454,982.8172796787419,19
1627.158385415652,981.7942620636584,20
1640.773269625086,980.5399641230434,21
1654.2698286513041,979.630935670897,22
1665.66665881743,979.4235011071953,23
1679.070958537096,979.3396840626409,24
1690.992896217675,980.5062685824643,25
1701.6712849827386,978.5741040216415,26
1713.6999811852452,977.6237843003858,27
1724.1899181702474,976.8179582495461,28
1732.9750497402279,977.8663103983822,29
1744.0618579158163,981.1050012716219,30
1752.768375335564,982.5558816356206,31
1761.9914047574127,982.2442730457313,32
1772.0596556980536,980.5943954766651,33
1782.5088200346813,979.6453440214793,34
1793.1063936221233,980.2555424814253,35
1802.6620896899963,979.6272666280062,36
1812.1484972618782,981.3571056439887,37
1822.6799072030667,981.9500892478844,38
1832.7372688582755,979.2673842616432,39
1840.8754130737234,977.1623546809521,40
1850.851145367078,977.1875398984083,41
1860.3380488795183,978.2947830382041,42
1868.2105920383453,978.9320481907876,43
1877.1156760103083,980.4855160699294,44
1885.4617072739438,981.3670848806969,45
1892.072122182279,983.6909614796296,46
1898.685916194754,985.5919450514618,47
1905.0691942768663,988.2610094264976,48
1911.842219809621,992.2347685380157,49
1917.8005685385488,998.2830306893366,50
1923.0319613194536,1004.1233374528226,51
1926.1240264203298,1009.4263135592385,52
1928.4480434295247,1012.3227955914949,53
1930.0499937280874,1016.9721980340869,54
1930.388729233292,1020.5611171609253,55
1930.9993485504772,1024.3131368041015,56
1932.1401095462584,1027.6814314742974,57
1933.710393097494,1027.9141714173243,58
1934.5483946007287,1028.3017351352742,59
1936.0033690442442,1029.4481602301319,60
1934.538656659654,1030.684881736111,61
1932.6204100221585,1034.4473724692218,62
1925.625259312752,1036.6906923987474,63
1919.9558298038564,1038.6432768865043,64
1913.1188819043823,1038.8472729568189,65
1904.1961991337723,1039.7182405442302,66
1893.2208071896735,1039.5993020439307,67
1881.9545384293433,1040.0604425185957,68
1869.692981566267,1040.461760081539,69
1858.8856271576979,1040.8289004219594,70
1845.8738135406486,1039.7008189442483,71
1834.5493722303697,1039.269555860971,72
1825.9693857272803,1038.3040412794394,73
1817.143407718323,1036.5752318998304,74
1807.848582331446,1035.9154459342549,75
1800.0775172078238,1036.399329833404,76
1791.9380733169132,1037.3455406128903,77
1787.0898019604329,1036.3213791764672,78
1782.2455188196361,1035.6816108617659,79
1775.2554914835994,1035.3260902299924,80
1767.5988953181698,1034.149863605429,81
1761.2136815294975,1033.1728296353679,82
1757.2866760656516,1033.460506229854,83
1769.3787035460273,1034.5300945452564,84
1775.0227470791715,1035.8121803950628,85
1778.3276740672745,1036.596087199557,86
1778.5000626808082,1036.7374414594672,87
1784.934089388733,1035.9644415524692,88
1796.037145803216,1034.48488724982,89
1802.9623510027745,1031.5857827780026,90
1811.2980870670344,1027.270269180405,91
1816.6543332462538,1028.000401912416,92
1822.4826921978242,1025.7163484677017,93
1827.1911935619528,1023.5225840817254,94
1831.3178371289887,1020.6254622473306,95
1832.8482961955299,1016.4980482657531,96
1834.8721823138912,1012.7139241907885,97
1834.4042871462716,1009.4170669596091,98
1832.6479414850319,1006.1723007282233,99
1829.4677435941,1003.6810310559497,100
1826.580228835463,1000.6056111795226,101
1822.5770254587774,998.3825433233922,102
1816.9564070205993,995.7756965002502,103
1806.515249282965,992.915894315518,104
1809.4063040538808,989.4981736134657,105
1834.0233865394878,988.6868558677377,106
1835.7802397151959,986.4236296133017,107
1837.5370928909038,984.1604033588657,108
1839.293946066612,981.8971771044296,109
1841.0507992423202,979.6339508499935,110
1842.8076524180283,977.3707245955575,111
1844.5645055937364,975.1074983411213,112
1846.3213587694445,972.8442720866854,113
1848.0782119451528,970.5810458322493,114
1849.8350651208607,968.3178195778132,115
1851.591918296569,966.0545933233773,116
1853.348771472277,963.7913670689411,117
1855.1056246479852,961.5281408145052,118
1856.862477823693,959.264914560069,119
1858.6193309994014,957.0016883056329,120
1860.3761841751093,954.7384620511968,121
1862.1330373508174,952.4752357967608,122
1863.8898905265255,950.2120095423247,123
1865.6467437022336,947.9487832878887,124
1867.4035968779417,945.6855570334526,125
1869.1604500536496,943.4223307790164,126
1870.917303229358,941.1591045245805,127
1872.674156405066,938.8958782701443,128
1874.4310095807741,936.6326520157083,129
1876.187862756482,934.3694257612723,130
1877.9447159321903,932.1061995068362,131
1879.7015691078984,929.8429732524003,132
1881.4584222836065,927.5797469979641,133
1883.2152754593149,925.3165207435281,134
1884.9721286350227,923.053294489092,135
1886.7289818107306,920.7900682346559,136
3013.759406445726,998.3291997569518,137
3049.817251359516,998.747493175273,138
3085.8750962733066,999.1657865935945,139
3121.9329411870967,999.5840800119158,140
3157.990786100886,1000.0023734302371,141
3194.0486310146766,1000.4206668485583,142
3230.1064759284673,1000.8389602668798,143
3266.164320842257,1001.2572536852012,144
3302.222165756047,1001.6755471035225,145
3338.280010669837,1002.093840521844,146
3374.3378555836275,1002.5121339401652,147
3410.3957004974177,1002.9304273584866,148
3446.453545411208,1003.3487207768078,149
3482.5113903249976,1003.7670141951293,150
3518.5692352387887,1004.1853076134505,151
3554.6270801525784,1004.603601031772,152
3590.684925066368,1005.0218944500934,153
3626.7427699801588,1005.4401878684147,154
3662.8006148939494,1005.8584812867362,155
3698.8584598077387,1006.2767747050574,156
3734.9163047215297,1006.6950681233787,157
3770.97414963532,1007.1133615417,158
2698.7763550595146,965.5234766449898,175
2688.799416349766,965.1572067280892,176
2677.352411359744,967.1255619267152,177
2660.783000375624,966.4790463248667,178
2640.8695349997333,966.156163395763,179
2620.4987889663194,964.7423172967868,180
2596.282065092172,963.8995146505922,181
2570.38875482664,964.4278499274407,182
2542.2932785717094,965.1264168449061,183
2515.547850379872,964.8528459201752,184
2487.6024054010586,962.7418666153889,185
2456.693669173803,959.6465901200584,186
2424.4124363580877,954.5946522970744,187
2388.2067953918295,951.8230576967369,188
2352.9746529592767,949.6030348906661,189
2315.0574669132484,947.6065655972915,190
2276.928789285261,950.1961152703273,191
2239.316850490567,953.7574261945128,192
2202.49693528033,957.1885819485243,193
2167.770095163056,961.2909925724867,194
2135.688046885065,963.2140595594701,195
2104.1109179960013,960.2129847719494,196
2074.4561911357773,958.080492352587,197
2046.7754652463125,955.9669569713074,198
2020.8383978191973,952.1135429800872,199
1996.7006682717292,952.9768074936569,200
1972.1053502937607,953.861207068318,201
1950.1325417763214,955.305344141185,202
1929.4805498454596,956.4932284195304,203
1910.9727705938813,957.8768734296137,204
1892.615061082578,955.7559915577817,205
1874.6100134974677,954.2657858776993,206
1858.1707955714933,953.3878703738528,207
1840.528403792957,949.1539506092543,208
1823.7633363541222,948.1005690924176,209
1806.0347752665675,947.7359828536238,210
1790.2826396455098,946.5296289067205,211
1776.715629738373,944.4322592538223,212
1759.589769225598,942.4965483332037,213
1745.4455816810992,940.6428387918232,214
1733.1192638853722,937.7899157720872,215
1723.6724942630276,937.0346388930291,216
1717.9301303460584,933.5172769502067,217
1714.1845333477993,932.5318337920614,218
1711.4615134091198,932.0583843733314,219
1707.3071124224743,930.5252358413819,220
1694.9342417734792,929.1454099762041,221
1682.5613711244841,927.7655841110262,222
1670.188500475489,926.3857582458484,223
1657.815629826494,925.0059323806704,224
1645.4427591774988,923.6261065154927,225
1633.0698885285037,922.2462806503149,226
1620.6970178795086,920.866454785137,227
1608.3241472305135,919.4866289199591,228
1595.9512765815184,918.1068030547813,229
1583.5784059325233,916.7269771896034,230
1571.2055352835282,915.3471513244256,231
1558.832664634533,913.9673254592476,232
1546.459793985538,912.5874995940699,233
1534.086923336543,911.2076737288921,234
1521.7140526875478,909.8278478637142,235
1509.3411820385527,908.4480219985363,236
1496.9683113895576,907.0681961333585,237
1484.5954407405625,905.6883702681806,238
1472.2225700915674,904.3085444030028,239
1459.8496994425723,902.9287185378248,240
1447.4768287935772,901.5488926726471,241
1435.103958144582,900.1690668074693,242
1422.731087495587,898.7892409422914,243
1410.3582168465919,897.4094150771135,244
1397.9853461975968,896.0295892119357,245
1385.6124755486017,894.6497633467578,246
1373.2396048996065,893.26993748158,247
1360.8667342506114,891.890111616402,248
1348.4938636016163,890.5102857512243,249
1336.1209929526212,889.1304598860465,250
906.328201681416,880.7278285285586,251
888.8962560769477,876.9420937200332,252
876.3882254791577,875.3117502446937,253
862.9898410976004,875.7499663939534,254
849.9121369571826,876.8843373902372,255
837.4281807426687,880.0430544599884,256
826.3412801968426,882.9857296273799,257
808.7156801223359,883.0923488956048,258
791.090080047829,883.1989681638299,259
773.4644799733223,883.3055874320548,260
755.8388798988154,883.41220670028,261
738.2132798243086,883.5188259685049,262
720.587679749802,883.62544523673,263
702.9620796752951,883.7320645049549,264
685.3364796007884,883.83868377318,265
667.7108795262815,883.945303041405,266
650.0852794517747,884.0519223096301,267
632.4596793772678,884.1585415778551,268
614.834079302761,884.2651608460801,269
597.2084792282543,884.3717801143051,270
579.5828791537474,884.4783993825301,271
561.9572790792406,884.5850186507552,272
544.331679004734,884.6916379189802,273
526.7060789302271,884.7982571872052,274
509.0804788557204,884.9048764554302,275
491.45487878121367,885.0114957236552,276
473.82927870670693,885.1181149918802,277
456.2036786322002,885.2247342601053,278
438.5780785576935,885.3313535283303,279
420.9524784831867,885.4379727965553,280
403.32687840868,885.5445920647803,281
385.70127833417325,885.6512113330054,282
368.07567825966646,885.7578306012304,283
350.4500781851598,885.8644498694555,284
332.82447811065305,885.9710691376804,285
315.1988780361463,886.0776884059055,286
297.57327796163963,886.1843076741304,287
848.2198452223956,929.8235454173966,288
854.4669018072184,926.6941101403568,289
862.2370842377123,924.0012768082065,290
870.0634426472454,923.4155441686096,291
879.624186279561,923.8585917380324,292
890.4327886902244,924.2474938008679,293
900.887330328359,925.5974497173859,294
910.7319554929663,927.7135073904806,295
918.9182193408534,929.7199438505086,296
926.5877725153605,929.1797587251449,297
934.0526214872231,927.6280587206539,298
941.0842755324356,926.4573725916188,299
947.3599568442938,925.5384366113188,300
953.9717886284127,925.4085744670681,301
961.3490758964915,922.8847210737803,302
969.8447018495398,920.4372022961102,303
977.993453334037,920.2443984858951,304
983.463117241461,921.9698002379121,305
990.4773101782041,924.1575198133698,306
996.3545128576274,925.0270712860492,307
1001.1654346559385,925.340905453275,308
1006.4736360281099,924.4275470887437,309
1012.9526896219994,924.4722100704313,310
1019.4317432158887,924.5168730521189,311
1025.910796809778,924.5615360338065,312
1032.3898504036674,924.606199015494,313
1038.8689039975568,924.6508619971816,314
1045.3479575914462,924.6955249788691,315
1043.6745666932793,929.9300910774921,316
1047.5522702946419,932.2146180082052,317
1050.684939001966,933.2106122636769,318
1056.2771582575283,936.3506848238815,319
1063.556519362548,940.0696614781334,320
1068.7971417591962,942.6926420641803,321
1071.7102229140337,944.0369819063187,322
1076.9928912518963,945.4902224747809,323
1082.2755595897584,946.9434630432431,324
1087.558227927621,948.3967036117053,325
1092.840896265483,949.8499441801675,326
1098.1235646033454,951.3031847486297,327
1103.4062329412077,952.756425317092,328
1108.6889012790703,954.2096658855542,329
1113.9715696169324,955.6629064540164,330
1119.2542379547947,957.1161470224786,331
1124.536906292657,958.5693875909408,332
1129.8195746305194,960.022628159403,333
1135.1022429683817,961.4758687278652,334
1140.384911306244,962.9291092963274,335
1145.6675796441064,964.3823498647896,336
1150.9502479819687,965.8355904332518,337
1156.232916319831,967.288831001714,338
1161.5155846576934,968.7420715701762,339
1166.7982529955557,970.1953121386384,340
1172.080921333418,971.6485527071006,341
1177.3635896712804,973.1017932755628,342
1182.6462580091427,974.555033844025,343
1187.928926347005,976.0082744124873,344
1193.2115946848674,977.4615149809495,345
1198.4942630227297,978.9147555494117,346
1203.776931360592,980.3679961178739,347
1209.0595996984543,981.8212366863361,348
1214.3422680363167,983.2744772547983,349
1219.624936374179,984.7277178232605,350
1224.9076047120413,986.1809583917227,351
1230.1902730499037,987.6341989601849,352
